	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr1:35,500,000-36,500,000	441	18970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	18,970
chr1:36,500,000-37,500,000	248	25011	2	5618	1	4483	1	4483	1	4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	44,078
chr1:37,500,000-38,500,000	353	23446	1	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	24,644
chr1:38,500,000-39,500,000	433	29241	2	3407	1	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	34,763
chr1:39,500,000-40,500,000	449	58265	9	32005	6	28082	6	28082	4	21371	2	12082	1	6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	186,703
chr1:40,500,000-41,500,000	310	27988	1	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	29,171
chr1:41,500,000-42,500,000	275	34870	5	10676	2	6967	1	4359	1	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	61,231
chr1:42,500,000-43,500,000	392	28612	1	5877	1	5877	1	5877	1	5877	1	5877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	57,997
chr1:43,500,000-44,500,000	279	17779	2	3615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	21,394
chr1:44,500,000-45,500,000	464	44470	8	15107	2	6526	1	3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	70,026
chr1:45,500,000-46,500,000	454	36472	8	11763	1	2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	50,886
chr1:46,500,000-47,500,000	688	120084	20	45719	10	32438	6	21701	1	4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	725	224,364
chr1:47,500,000-48,500,000	284	51078	8	16210	2	8275	1	5740	1	5740	1	5740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	92,783
chr1:48,500,000-49,500,000	264	37687	6	15705	4	13155	2	8844	1	5556	1	5556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278	86,503
chr1:49,500,000-50,500,000	360	49272	7	14149	1	6117	1	6117	1	6117	1	6117	1	6117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	94,006
chr1:50,500,000-51,500,000	362	33756	7	11639	2	4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	49,812
chr1:51,500,000-52,500,000	379	28020	4	7530	2	4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	40,325
chr1:52,500,000-53,500,000	365	28503	3	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	31,758
chr1:53,500,000-54,500,000	285	18718	1	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	20,232
chr1:54,500,000-55,500,000	358	33140	5	8705	1	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	44,247
chr1:55,500,000-56,500,000	247	29867	3	8323	3	8323	1	3749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	50,262
chr1:56,500,000-57,500,000	222	16987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	16,987
chr1:57,500,000-58,500,000	263	45582	7	22937	5	19618	2	11471	2	11471	2	11471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	122,550
chr1:58,500,000-59,500,000	263	35530	5	10740	3	8108	1	3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	58,074
chr1:59,500,000-60,500,000	281	57018	13	28579	5	16074	1	5938	1	5938	1	5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	119,485
chr1:60,500,000-61,500,000	251	27360	3	8498	1	5587	1	5587	1	5587	1	5587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	58,206
chr1:61,500,000-62,500,000	404	25122	1	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	26,359
chr1:62,500,000-63,500,000	319	32524	5	10565	3	7829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	50,918
chr1:63,500,000-64,500,000	255	33885	7	13770	3	8114	1	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	59,024
chr1:64,500,000-65,500,000	297	26908	3	6921	1	3957	1	3957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	41,743
chr1:65,500,000-66,500,000	327	59707	13	27784	3	12269	2	9916	1	5960	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	347	121,596
chr1:66,500,000-67,500,000	309	35517	5	12318	2	8353	1	5960	1	5960	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	74,068
chr1:67,500,000-68,500,000	295	26120	2	4563	2	4563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	35,246
chr1:68,500,000-69,500,000	274	53532	8	25065	4	18571	4	18571	3	14610	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	136,309
chr1:69,500,000-70,500,000	265	35989	8	15334	2	6487	2	6487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	64,297
chr1:70,500,000-71,500,000	238	40191	7	18477	5	16401	3	12000	1	5397	1	5397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	97,863
chr1:71,500,000-72,500,000	239	28407	3	13376	2	11913	2	11913	2	11913	2	11913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	89,435
chr1:72,500,000-73,500,000	238	36752	10	14377	1	4157	1	4157	1	4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	63,600
chr1:73,500,000-74,500,000	212	28840	4	7998	1	4411	1	4411	1	4411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	50,071
chr1:74,500,000-75,500,000	258	54084	9	22852	4	15974	2	11097	2	11097	1	7010	1	7010	1	7010	0	0	0	0	0	0	0	0	0	0	0	0	278	136,134
chr1:75,500,000-76,500,000	329	41860	6	12104	2	6750	1	4184	1	4184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	69,082
chr1:76,500,000-77,500,000	269	36361	5	9305	2	4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	50,391
chr1:77,500,000-78,500,000	365	38223	6	14407	5	13242	1	4074	1	4074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	74,020
chr1:78,500,000-79,500,000	264	33936	4	10104	1	5793	1	5793	1	5793	1	5793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	67,212
chr1:79,500,000-80,500,000	295	51875	10	25941	4	16402	3	13605	2	10259	1	5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	124,043
chr1:80,500,000-81,500,000	211	31784	4	14239	3	12440	2	10341	2	10341	1	5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	85,110
chr1:81,500,000-82,500,000	226	32001	8	15829	2	8164	1	5640	1	5640	1	5640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	72,914
chr1:82,500,000-83,500,000	480	320286	107	225139	47	143957	17	72736	8	42639	4	24629	2	13489	1	7374	0	0	0	0	0	0	0	0	0	0	0	0	666	850,249
chr1:83,500,000-84,500,000	203	29816	6	16846	2	11761	2	11761	2	11761	2	11761	1	6598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	100,304
chr1:84,500,000-85,500,000	221	15509	1	2421	1	2421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	20,351
chr1:85,500,000-86,500,000	337	81990	17	41045	7	27772	4	20425	4	20425	2	11888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	203,545
chr1:86,500,000-87,500,000	411	43339	7	14451	1	6063	1	6063	1	6063	1	6063	1	6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423	88,105
chr1:87,500,000-88,500,000	216	19169	2	6988	1	5936	1	5936	1	5936	1	5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	49,901
chr1:88,500,000-89,500,000	460	47393	5	9598	2	5413	1	3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	65,443
chr1:89,500,000-90,500,000	264	42201	7	20573	3	15174	3	15174	2	11198	2	11198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	115,518
chr1:90,500,000-91,500,000	394	57635	12	23731	4	12367	1	5416	1	5416	1	5416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	109,981
chr1:91,500,000-92,500,000	389	30903	2	5548	1	3632	1	3632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	43,715
chr1:92,500,000-93,500,000	396	41611	4	8321	1	4523	1	4523	1	4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	63,501
chr1:93,500,000-94,500,000	335	42737	6	13812	2	7984	1	5949	1	5949	1	5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	82,380
chr1:94,500,000-95,500,000	283	32216	5	13565	3	10884	1	5939	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	74,482
chr1:95,500,000-96,500,000	255	35243	8	13413	2	4478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	53,134
chr1:96,500,000-97,500,000	275	43119	7	17905	3	12412	2	9616	1	5912	1	5912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	94,876
chr1:97,500,000-98,500,000	194	21082	2	3115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	24,197
chr1:98,500,000-99,500,000	284	40037	6	13137	3	9218	2	6947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	69,339
chr1:99,500,000-100,500,000	328	28934	4	4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	33,726
chr1:100,500,000-101,500,000	299	32972	5	7940	1	2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	43,345
chr1:101,500,000-102,500,000	269	37754	5	7772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	45,526
chr1:102,500,000-103,500,000	364	54797	5	11040	2	7296	1	4797	1	4797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	82,727
chr1:103,500,000-104,500,000	269	197100	5	172063	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	1	166616	286	2,368,555
chr1:104,500,000-105,500,000	308	50258	10	26511	4	17913	3	15367	2	11858	2	11858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	133,765
chr1:105,500,000-106,500,000	322	42278	6	8715	1	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	53,108
chr1:106,500,000-107,500,000	214	18231	1	1734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	19,965
chr1:107,500,000-108,500,000	282	240565	21	207347	13	196796	12	194350	7	176324	7	176324	7	176324	7	176324	7	176324	6	167568	6	167568	4	134404	0	0	0	0	379	2,190,218
chr1:108,500,000-109,500,000	348	28354	2	4378	1	3268	1	3268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	39,268
chr1:109,500,000-110,500,000	309	41794	7	19073	5	15153	2	8477	2	8477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	92,974
chr1:110,500,000-111,500,000	295	33072	3	6006	1	2774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	41,852
chr1:111,500,000-112,500,000	283	41801	6	18559	4	16060	3	13591	2	9662	1	5519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	105,192
chr1:112,500,000-113,500,000	502	44612	7	15153	4	10117	1	2782	1	2782	1	2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	78,228
chr1:113,500,000-114,500,000	315	38592	7	17751	5	15200	3	10245	2	7237	1	3158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	92,183
chr1:114,500,000-115,500,000	290	32927	3	10123	2	8757	1	5890	1	5890	1	5890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	69,477
chr1:115,500,000-116,500,000	273	29021	6	13468	3	8679	2	6121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	57,289
chr1:116,500,000-117,500,000	439	82402	12	23728	5	13881	1	5177	1	5177	1	5177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	135,542
chr1:117,500,000-118,500,000	261	34038	6	13740	2	8382	1	5772	1	5772	1	5772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	73,476
chr1:118,500,000-119,500,000	395	67360	15	29762	6	17586	1	5951	1	5951	1	5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419	132,561
chr1:119,500,000-120,500,000	345	530497	56	497334	44	479679	35	456626	28	434358	25	419965	20	393109	15	362071	14	354871	11	329386	10	319909	8	294794	1	50725	0	0	612	4,923,324
chr1:120,500,000-121,500,000	277	899384	79	883889	63	859939	56	841904	47	811139	43	793784	39	771337	36	751988	35	744496	32	718768	31	708878	12	443120	2	124454	0	0	752	9,353,080
chr1:121,500,000-122,500,000	183	919300	3	903390	2	902011	2	902011	2	902011	2	902011	2	902011	1	895913	1	895913	1	895913	1	895913	1	895913	1	895913	1	895913	203	12,604,136
chr1:122,500,000-123,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:123,500,000-124,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:124,500,000-125,500,000	198	881131	17	854090	5	834905	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	2	811540	2	811540	2	811540	250	11,644,274
chr1:125,500,000-126,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:126,500,000-127,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:127,500,000-128,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:128,500,000-129,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:129,500,000-130,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:130,500,000-131,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:131,500,000-132,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:132,500,000-133,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:133,500,000-134,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:134,500,000-135,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:135,500,000-136,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:136,500,000-137,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:137,500,000-138,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:138,500,000-139,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:139,500,000-140,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:140,500,000-141,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:141,500,000-142,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:142,500,000-143,500,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:143,500,000-144,500,000	343	836853	41	814199	34	804081	29	791574	24	778147	23	773437	22	767729	20	754537	18	739017	18	739017	18	739017	10	627637	6	501273	3	273683	609	9,940,201
chr1:144,500,000-145,500,000	133	981636	64	966461	51	949209	41	924884	33	898686	29	880564	24	853497	23	846688	23	846688	22	838561	21	828768	13	718800	3	430698	2	370401	482	11,335,541
chr1:145,500,000-146,500,000	334	626782	66	587659	47	560786	33	524970	29	510811	20	471273	14	438661	11	419115	10	411428	8	395081	7	388365	4	347842	1	280554	1	280554	585	6,243,881
chr1:146,500,000-147,500,000	441	553616	107	505081	69	450617	57	420798	42	369067	35	338040	28	300796	26	288125	21	250090	17	217133	13	187027	2	53215	0	0	0	0	858	3,933,605
chr1:147,500,000-148,500,000	538	435536	71	382446	52	355461	39	321992	30	289794	23	259316	18	232776	16	219430	15	211705	13	195371	13	195371	2	49919	0	0	0	0	830	3,149,117
chr1:148,500,000-149,500,000	85	982796	50	976412	45	967927	40	954707	35	937123	32	923311	28	901678	27	894739	26	887247	24	870160	24	870160	9	655257	5	555769	2	388846	432	11,766,132
chr1:149,500,000-150,500,000	348	377496	36	358845	28	346111	26	340879	17	310032	15	301181	14	296154	12	282513	10	268037	10	268037	10	268037	7	223444	1	54602	0	0	534	3,695,368
chr1:150,500,000-151,500,000	504	32141	2	2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	34,742
chr1:151,500,000-152,500,000	382	62554	11	30263	7	23666	4	16955	2	10002	1	5412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	148,852
chr1:152,500,000-153,500,000	421	61158	13	18461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	79,619
chr1:153,500,000-154,500,000	504	30581	1	1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	505	31,837
chr1:154,500,000-155,500,000	440	37003	3	5662	2	4512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	47,177
chr1:155,500,000-156,500,000	615	61835	8	20093	3	13245	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	0	0	0	0	0	0	0	0	633	158,810
