	0kb_BR_min_size		1kb_BR_min_size		2kb_BR_min_size		3kb_BR_min_size		4kb_BR_min_size		5kb_BR_min_size		6kb_BR_min_size		7kb_BR_min_size		8kb_BR_min_size		9kb_BR_min_size		10kb_BR_min_size		20kb_BR_min_size		50kb_BR_min_size		100kb_BR_min_size		TOTAL	
chr1:19,750,000-20,750,000	361	20568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	361	20,568
chr1:20,750,000-21,750,000	473	56471	9	19232	4	11721	2	6767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488	94,191
chr1:21,750,000-22,750,000	381	47442	10	12666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	60,108
chr1:22,750,000-23,750,000	429	22092	1	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	23,200
chr1:23,750,000-24,750,000	436	30457	5	7639	1	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	40,557
chr1:24,750,000-25,750,000	541	112054	19	47759	6	30123	5	27476	5	27476	3	18996	3	18996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	282,880
chr1:25,750,000-26,750,000	458	24566	1	2043	1	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	28,652
chr1:26,750,000-27,750,000	524	31834	2	3039	1	2019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	527	36,892
chr1:27,750,000-28,750,000	602	30924	2	3972	1	2886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	37,782
chr1:28,750,000-29,750,000	353	26599	2	4242	1	3001	1	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	36,843
chr1:29,750,000-30,750,000	276	39605	4	10040	1	5505	1	5505	1	5505	1	5505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	71,665
chr1:30,750,000-31,750,000	404	23565	1	1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	24,870
chr1:31,750,000-32,750,000	525	26909	1	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	526	27,979
chr1:32,750,000-33,750,000	317	30289	4	6463	1	2423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	39,175
chr1:33,750,000-34,750,000	208	39075	7	23894	4	20183	3	17245	3	17245	3	17245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	134,887
chr1:34,750,000-35,750,000	464	32150	3	4135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	36,285
chr1:35,750,000-36,750,000	396	19758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	19,758
chr1:36,750,000-37,750,000	276	24577	2	5618	1	4483	1	4483	1	4483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	43,644
chr1:37,750,000-38,750,000	336	25268	1	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	26,466
chr1:38,750,000-39,750,000	480	39682	4	14867	3	13575	2	11460	2	11460	1	6816	1	6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	104,676
chr1:39,750,000-40,750,000	433	48491	7	20545	4	16622	4	16622	2	9911	1	5266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	451	117,457
chr1:40,750,000-41,750,000	268	28800	2	2443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	31,243
chr1:41,750,000-42,750,000	321	32806	4	9416	2	6967	1	4359	1	4359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	57,907
chr1:42,750,000-43,750,000	351	27806	2	7559	1	5877	1	5877	1	5877	1	5877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	357	58,873
chr1:43,750,000-44,750,000	299	16988	1	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	18,921
chr1:44,750,000-45,750,000	518	51415	10	17508	2	6526	1	3923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	79,372
chr1:45,750,000-46,750,000	382	33136	7	11008	1	2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	46,795
chr1:46,750,000-47,750,000	673	117002	19	44073	10	32438	6	21701	1	4422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	709	219,636
chr1:47,750,000-48,750,000	298	50987	8	16210	2	8275	1	5740	1	5740	1	5740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	92,692
chr1:48,750,000-49,750,000	327	50980	8	18172	4	13155	2	8844	1	5556	1	5556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	102,263
chr1:49,750,000-50,750,000	309	35069	5	11682	1	6117	1	6117	1	6117	1	6117	1	6117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	77,336
chr1:50,750,000-51,750,000	371	37064	8	12654	2	4417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	54,135
chr1:51,750,000-52,750,000	399	25927	3	6515	2	4775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	37,217
chr1:52,750,000-53,750,000	300	26565	3	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	29,820
chr1:53,750,000-54,750,000	353	23401	2	3488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	26,889
chr1:54,750,000-55,750,000	318	36221	5	9248	2	4919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	50,388
chr1:55,750,000-56,750,000	258	26022	2	5806	2	5806	1	3749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	41,383
chr1:56,750,000-57,750,000	217	18747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	18,747
chr1:57,750,000-58,750,000	257	44150	7	22937	5	19618	2	11471	2	11471	2	11471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	121,118
chr1:58,750,000-59,750,000	277	52389	10	23511	5	16639	2	9634	1	5938	1	5938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	114,049
chr1:59,750,000-60,750,000	248	46924	10	22783	4	13130	1	5587	1	5587	1	5587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	99,598
chr1:60,750,000-61,750,000	295	20041	1	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	21,564
chr1:61,750,000-62,750,000	398	31700	4	6735	1	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	41,197
chr1:62,750,000-63,750,000	305	26059	4	7295	2	5067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	38,421
chr1:63,750,000-64,750,000	234	29728	5	11542	3	8114	1	3255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	52,639
chr1:64,750,000-65,750,000	344	48008	8	20103	3	12270	2	9917	1	5960	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	102,218
chr1:65,750,000-66,750,000	282	41154	8	14602	1	3956	1	3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	63,668
chr1:66,750,000-67,750,000	317	37895	6	14860	3	10895	1	5960	1	5960	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329	81,530
chr1:67,750,000-68,750,000	295	31809	2	7981	2	7981	1	5960	1	5960	1	5960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	65,651
chr1:68,750,000-69,750,000	260	45560	7	19105	3	12611	3	12611	2	8650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	98,537
chr1:69,750,000-70,750,000	291	45694	11	21521	4	11638	3	9567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	88,420
chr1:70,750,000-71,750,000	218	34779	5	18248	4	17208	3	14878	2	11355	2	11355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	107,823
chr1:71,750,000-72,750,000	217	21606	2	7418	1	5955	1	5955	1	5955	1	5955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	52,844
chr1:72,750,000-73,750,000	248	36440	10	14377	1	4157	1	4157	1	4157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	63,288
chr1:73,750,000-74,750,000	228	31969	5	9090	1	4411	1	4411	1	4411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	54,292
chr1:74,750,000-75,750,000	277	65378	12	31542	6	22724	3	15281	3	15281	1	7010	1	7010	1	7010	0	0	0	0	0	0	0	0	0	0	0	0	304	171,236
chr1:75,750,000-76,750,000	306	29496	2	2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	31,818
chr1:76,750,000-77,750,000	278	36222	5	9305	2	4725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	50,252
chr1:77,750,000-78,750,000	348	39920	7	15882	5	13242	1	4074	1	4074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	77,192
chr1:78,750,000-79,750,000	310	45345	7	16381	2	8590	1	5793	1	5793	1	5793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	87,695
chr1:79,750,000-80,750,000	263	44611	8	22087	4	15704	3	13605	2	10259	1	5961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	112,227
chr1:80,750,000-81,750,000	222	29604	4	12885	2	10341	2	10341	2	10341	1	5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	79,477
chr1:81,750,000-82,750,000	198	30056	7	14705	2	8164	1	5640	1	5640	1	5640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	69,845
chr1:82,750,000-83,750,000	486	320124	108	226143	47	143957	17	72736	8	42639	4	24629	2	13489	1	7374	0	0	0	0	0	0	0	0	0	0	0	0	673	851,091
chr1:83,750,000-84,750,000	198	25962	4	14422	2	11761	2	11761	2	11761	2	11761	1	6598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	94,026
chr1:84,750,000-85,750,000	276	45098	11	19524	4	10583	2	5667	2	5667	1	1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	88,023
chr1:85,750,000-86,750,000	337	71028	13	35151	6	25673	4	20821	4	20821	3	16467	1	6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	196,024
chr1:86,750,000-87,750,000	385	26785	2	3242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	30,027
chr1:87,750,000-88,750,000	221	20037	2	6988	1	5936	1	5936	1	5936	1	5936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	50,769
chr1:88,750,000-89,750,000	445	52032	7	13987	3	8391	2	6017	1	2978	1	2978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	86,383
chr1:89,750,000-90,750,000	276	39690	7	18254	4	14266	3	12196	2	8220	2	8220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	100,846
chr1:90,750,000-91,750,000	391	55604	11	21661	3	10297	1	5416	1	5416	1	5416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	103,810
chr1:91,750,000-92,750,000	453	41711	4	8029	1	3632	1	3632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	57,004
chr1:92,750,000-93,750,000	324	34150	4	9697	2	6558	1	4523	1	4523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	59,451
chr1:93,750,000-94,750,000	340	43448	6	14900	3	10894	1	5949	1	5949	1	5949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	87,089
chr1:94,750,000-95,750,000	269	26100	3	8620	1	5939	1	5939	1	5939	1	5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	58,476
chr1:95,750,000-96,750,000	301	45363	9	19325	3	10390	1	5912	1	5912	1	5912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	92,814
chr1:96,750,000-97,750,000	237	36367	6	11993	2	6500	1	3704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	58,564
chr1:97,750,000-98,750,000	202	26329	3	7046	1	3931	1	3931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	41,237
chr1:98,750,000-99,750,000	282	38247	7	11354	2	5287	1	3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	57,904
chr1:99,750,000-100,750,000	346	37822	6	9488	1	2433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	353	49,743
chr1:100,750,000-101,750,000	292	23623	3	4441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	28,064
chr1:101,750,000-102,750,000	294	40526	4	5764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	46,290
chr1:102,750,000-103,750,000	313	201781	5	165671	3	163264	2	160765	2	160765	1	155968	1	155968	1	155968	1	155968	1	155968	1	155968	1	155968	1	155968	1	155968	334	2,255,958
chr1:103,750,000-104,750,000	300	48515	8	20915	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	1	10648	320	197,206
chr1:104,750,000-105,750,000	300	51635	10	26321	5	20028	3	15367	2	11858	2	11858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	137,067
chr1:105,750,000-106,750,000	308	34975	3	4085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	39,060
chr1:106,750,000-107,750,000	226	25674	2	2892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	28,566
chr1:107,750,000-108,750,000	310	242573	22	210567	14	200064	13	197618	7	176324	7	176324	7	176324	7	176324	7	176324	6	167568	6	167568	4	134404	0	0	0	0	410	2,201,982
chr1:108,750,000-109,750,000	376	44096	6	16575	4	12655	2	8477	2	8477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	90,280
chr1:109,750,000-110,750,000	233	14977	1	2498	1	2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	19,973
chr1:110,750,000-111,750,000	333	36889	3	6006	1	2774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	45,669
chr1:111,750,000-112,750,000	294	40957	6	18559	4	16060	3	13591	2	9662	1	5519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	104,348
chr1:112,750,000-113,750,000	494	57203	10	26619	6	20362	3	13027	2	10019	1	5940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	516	133,170
chr1:113,750,000-114,750,000	302	24920	3	6285	2	4955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	36,160
chr1:114,750,000-115,750,000	299	37406	5	13395	2	8757	1	5890	1	5890	1	5890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	77,228
chr1:115,750,000-116,750,000	382	71936	10	20429	6	15028	2	6121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	113,514
chr1:116,750,000-117,750,000	306	38827	8	17580	3	10142	1	5177	1	5177	1	5177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	82,080
chr1:117,750,000-118,750,000	327	52948	12	21984	3	10168	1	5772	1	5772	1	5772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	102,416
chr1:118,750,000-119,750,000	434	65190	12	25918	6	17899	1	5951	1	5951	1	5951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	126,860
chr1:119,750,000-120,750,000	195	752812	69	735339	59	719568	48	691099	40	663140	36	644686	30	612221	24	574223	23	567023	19	533475	18	523998	12	447659	2	102625	0	0	575	7,567,868
chr1:120,750,000-121,750,000	440	821272	64	790789	48	767352	45	759442	38	734368	35	721074	32	704236	29	685749	28	678257	26	660592	25	650702	10	436168	2	218467	1	145913	823	8,774,381
chr1:121,750,000-122,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:122,750,000-123,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:123,750,000-124,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:124,750,000-125,750,000	198	881131	17	854090	5	834905	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	3	829941	2	811540	2	811540	2	811540	250	11,644,274
chr1:125,750,000-126,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:126,750,000-127,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:127,750,000-128,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:128,750,000-129,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:129,750,000-130,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:130,750,000-131,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:131,750,000-132,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:132,750,000-133,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:133,750,000-134,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:134,750,000-135,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:135,750,000-136,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:136,750,000-137,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:137,750,000-138,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:138,750,000-139,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:139,750,000-140,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:140,750,000-141,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:141,750,000-142,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	14	14,000,000
chr1:142,750,000-143,750,000	283	845000	7	827015	4	823013	3	820493	1	814026	1	814026	1	814026	1	814026	1	814026	1	814026	1	814026	1	814026	1	814026	1	814026	307	11,455,781
chr1:143,750,000-144,750,000	104	984970	48	971657	40	959909	32	940833	28	927601	24	909398	23	903690	21	890498	19	874978	19	874978	19	874978	11	763598	6	616515	3	388925	397	11,882,528
chr1:144,750,000-145,750,000	233	901430	85	875832	66	850039	53	816891	44	786107	37	755006	28	705628	25	685443	24	677756	22	661360	21	651567	12	531177	3	251430	2	191133	655	9,340,799
chr1:145,750,000-146,750,000	254	705108	73	678897	48	643464	36	613468	29	589564	25	572273	22	556947	21	550777	18	527804	14	494823	12	476754	4	366652	1	280554	1	280554	558	7,337,639
chr1:146,750,000-147,750,000	455	317557	64	269999	42	238268	35	220541	25	189413	19	162611	13	130392	11	117721	9	102659	8	94605	6	75852	1	22041	0	0	0	0	688	1,941,659
chr1:147,750,000-148,750,000	464	679517	74	630804	55	603819	42	570350	33	538152	26	507674	21	481134	19	467788	18	460063	16	443729	16	443729	3	266142	1	216223	1	216223	789	6,525,347
chr1:148,750,000-149,750,000	117	978981	70	970154	59	952916	53	937394	41	896474	37	878042	32	851382	30	837522	29	830030	27	812943	27	812943	12	585582	5	394148	2	172623	541	10,911,134
chr1:149,750,000-150,750,000	471	146282	14	117757	10	112764	9	109834	7	102323	6	98092	6	98092	5	91372	3	76896	3	76896	3	76896	3	76896	0	0	0	0	540	1,184,100
chr1:150,750,000-151,750,000	443	26339	2	3955	1	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	32,660
chr1:151,750,000-152,750,000	370	67299	12	30542	6	21300	4	16955	2	10002	1	5412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	151,510
chr1:152,750,000-153,750,000	451	56265	11	15816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	72,081
chr1:153,750,000-154,750,000	475	31586	2	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	33,992
chr1:154,750,000-155,750,000	569	65291	10	23942	5	17757	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	1	9091	0	0	0	0	0	0	0	0	591	170,627
chr1:155,750,000-156,750,000	468	29640	2	1991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470	31,631
