	0kb_ELR_min_size		1kb_ELR_min_size		2kb_ELR_min_size		3kb_ELR_min_size		4kb_ELR_min_size		5kb_ELR_min_size		TOTAL	
chr2:156,750,000-157,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:157,750,000-158,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:158,750,000-159,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:159,750,000-160,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:160,750,000-161,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:161,750,000-162,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:162,750,000-163,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:163,750,000-164,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:164,750,000-165,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:165,750,000-166,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:166,750,000-167,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:167,750,000-168,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:168,750,000-169,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:169,750,000-170,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:170,750,000-171,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr2:171,750,000-172,750,000	1	604557	1	604557	1	604557	1	604557	1	604557	1	604557	6	3,627,342
chr2:229,750,000-230,750,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr2:233,750,000-234,750,000	1	50000	1	50000	1	50000	1	50000	1	50000	1	50000	6	300,000
chr2:239,750,000-240,750,000	1	30000	1	30000	1	30000	1	30000	1	30000	1	30000	6	180,000
chr2:240,750,000-241,750,000	1	25000	1	25000	1	25000	1	25000	1	25000	1	25000	6	150,000
chr2:242,750,000-243,199,373	1	147273	1	147273	1	147273	1	147273	1	147273	1	147273	6	883,638
chr3:3,750,000-4,750,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr3:4,750,000-5,750,000	1	5900	1	5900	1	5900	1	5900	1	5900	1	5900	6	35,400
chr3:7,750,000-8,750,000	1	19600	1	19600	1	19600	1	19600	1	19600	1	19600	6	117,600
chr3:14,750,000-15,750,000	2	18800	2	18800	2	18800	2	18800	2	18800	2	18800	12	112,800
chr3:16,750,000-17,750,000	1	18200	1	18200	1	18200	1	18200	1	18200	1	18200	6	109,200
chr3:24,750,000-25,750,000	1	9300	1	9300	1	9300	1	9300	1	9300	1	9300	6	55,800
chr3:25,750,000-26,750,000	2	28600	2	28600	2	28600	2	28600	2	28600	2	28600	12	171,600
chr3:37,750,000-38,750,000	1	168957	1	168957	1	168957	1	168957	1	168957	1	168957	6	1,013,742
chr3:39,750,000-40,750,000	1	17300	1	17300	1	17300	1	17300	1	17300	1	17300	6	103,800
chr3:42,750,000-43,750,000	1	3200	1	3200	1	3200	1	3200	1	3200	1	3200	6	19,200
chr3:43,750,000-44,750,000	1	185690	1	185690	1	185690	1	185690	1	185690	1	185690	6	1,114,140
chr3:50,750,000-51,750,000	1	5700	1	5700	1	5700	1	5700	1	5700	1	5700	6	34,200
chr3:62,750,000-63,750,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr3:65,750,000-66,750,000	1	100000	1	100000	1	100000	1	100000	1	100000	1	100000	6	600,000
chr3:72,750,000-73,750,000	1	2500	1	2500	1	2500	1	2500	1	2500	1	2500	6	15,000
chr3:74,750,000-75,750,000	1	132053	1	132053	1	132053	1	132053	1	132053	1	132053	6	792,318
chr3:75,750,000-76,750,000	2	184400	2	184400	2	184400	2	184400	2	184400	2	184400	12	1,106,400
chr3:78,750,000-79,750,000	1	4200	1	4200	1	4200	1	4200	1	4200	1	4200	6	25,200
chr3:79,750,000-80,750,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr3:80,750,000-81,750,000	1	29800	1	29800	1	29800	1	29800	1	29800	1	29800	6	178,800
chr3:89,750,000-90,750,000	2	457000	2	457000	2	457000	2	457000	2	457000	2	457000	12	2,742,000
chr3:90,750,000-91,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr3:91,750,000-92,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr3:92,750,000-93,750,000	1	768500	1	768500	1	768500	1	768500	1	768500	1	768500	6	4,611,000
chr3:93,750,000-94,750,000	1	2400	1	2400	1	2400	1	2400	1	2400	1	2400	6	14,400
chr3:95,750,000-96,750,000	2	4600	2	4600	2	4600	2	4600	2	4600	2	4600	12	27,600
chr3:97,750,000-98,750,000	1	2200	1	2200	1	2200	1	2200	1	2200	1	2200	6	13,200
chr3:100,750,000-101,750,000	1	6300	1	6300	1	6300	1	6300	1	6300	1	6300	6	37,800
chr3:106,750,000-107,750,000	1	4900	1	4900	1	4900	1	4900	1	4900	1	4900	6	29,400
chr3:117,750,000-118,750,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr3:134,750,000-135,750,000	2	28900	2	28900	2	28900	2	28900	2	28900	2	28900	12	173,400
chr3:138,750,000-139,750,000	1	23200	1	23200	1	23200	1	23200	1	23200	1	23200	6	139,200
chr3:144,750,000-145,750,000	1	168004	1	168004	1	168004	1	168004	1	168004	1	168004	6	1,008,024
chr3:155,750,000-156,750,000	1	6100	1	6100	1	6100	1	6100	1	6100	1	6100	6	36,600
chr3:156,750,000-157,750,000	1	21400	1	21400	1	21400	1	21400	1	21400	1	21400	6	128,400
chr3:159,750,000-160,750,000	1	7500	1	7500	1	7500	1	7500	1	7500	1	7500	6	45,000
chr3:168,750,000-169,750,000	1	56800	1	56800	1	56800	1	56800	1	56800	1	56800	6	340,800
chr3:173,750,000-174,750,000	1	5800	1	5800	1	5800	1	5800	1	5800	1	5800	6	34,800
chr3:174,750,000-175,750,000	1	5500	1	5500	1	5500	1	5500	1	5500	1	5500	6	33,000
chr3:181,750,000-182,750,000	1	2000	1	2000	1	2000	1	2000	1	2000	1	2000	6	12,000
chr3:182,750,000-183,750,000	1	3300	1	3300	1	3300	1	3300	1	3300	1	3300	6	19,800
chr3:183,750,000-184,750,000	1	1900	1	1900	1	1900	1	1900	1	1900	1	1900	6	11,400
chr3:184,750,000-185,750,000	1	39600	1	39600	1	39600	1	39600	1	39600	1	39600	6	237,600
chr3:188,750,000-189,750,000	1	1400	1	1400	1	1400	1	1400	1	1400	1	1400	6	8,400
chr3:193,750,000-194,750,000	1	5290	1	5290	1	5290	1	5290	1	5290	1	5290	6	31,740
chr3:194,750,000-195,750,000	4	335419	4	335419	4	335419	4	335419	4	335419	4	335419	24	2,012,514
chr3:195,750,000-196,750,000	1	14500	1	14500	1	14500	1	14500	1	14500	1	14500	6	87,000
chr3:196,750,000-197,750,000	3	164700	3	164700	3	164700	3	164700	3	164700	3	164700	18	988,200
chr3:197,750,000-198,022,430	1	248011	1	248011	1	248011	1	248011	1	248011	1	248011	6	1,488,066
chr4:750,000-1,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:1,750,000-2,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:2,750,000-3,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:3,750,000-4,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:4,750,000-5,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:5,750,000-6,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:6,750,000-7,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:7,750,000-8,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:8,750,000-9,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:9,750,000-10,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:10,750,000-11,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:11,750,000-12,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:12,750,000-13,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:13,750,000-14,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:14,750,000-15,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:15,750,000-16,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:16,750,000-17,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:17,750,000-18,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:18,750,000-19,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:19,750,000-20,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:20,750,000-21,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:21,750,000-22,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:22,750,000-23,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:23,750,000-24,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:24,750,000-25,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:25,750,000-26,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:26,750,000-27,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
chr4:27,750,000-28,750,000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	1	1000000	6	6,000,000
